"wallet,""total_points"""
"0xc6fa7642d95f4ce4e7e24bcdd9c568a2acd21eab,""43"""
"0xc70703b2dd4ccb2c83b24d355d60ac674a00be39,""43"""
"0xc709435f27935cf08f88d706df34f484f9b2286f,""759"""
"0xc70c1061023c38860d8e29fea69c96efa26ddfac,""762"""
"0xc718741e29a0e66c5c1fae28caeef6641baf870c,""6630"""
"0xc71e88efcc5190eff2f6a7b0bbf3602fbee9b659,""737"""
"0xc73355790195000a9fbf54e55f20290cb13ba8ba,""13563"""
"0xc745bec2a07b287dc3f2e689935c264aeffd8c38,""43"""
"0xc752442c5fa9717ae080ded030ec042380ce6288,""263"""
"0xc7559fb2bf420837bec59c6dae9863f4bb680c39,""201"""
"0xc77a1c5a628e4f9f78f94c703f64bc7ad3d362b2,""383"""
"0xc7832e5302f06e826e887da8092f2a50ba7687a8,""163"""
"0xc796c2368bb327f736e82608bb2d49b09a2701a0,""841"""
"0xc79a7002e6279fde191ba2f764b0a452594d85b9,""123"""
"0xc7a0a1a380ecb7f42881fe124f0d2254360d84bd,""43"""
"0xc7b37b9927b37db51368a61c6096cd780ed0f340,""749"""
"0xc7b6305da67b86957e581c9698b1d8b0d26fadc2,""163"""
"0xc7baf77a838343d56dee13beb4c0b4959c11d999,""906"""
"0xc7c2ef132f4996c5bfff4c97e4fe851c6f3a78e2,""343"""
"0xc7c8908197501b41145380f4e1c43c90465728f8,""163"""
"0xc7d38e6cc4110795d566c7f4fc54fe339224e6f3,""43"""
"0xc7dae784368a7648c1ad23e2c098c528a1e84c9f,""263"""
"0xc7e540528a40c3dd65d9cf3dcbe56d64fb500b47,""43"""
"0xc7f92dd9a696f350687640b242eed698e8ae8824,""43"""
"0xc815227c914af1f09363188c72a26e5787d6b9d1,""43"""
"0xc81765c966eead1e91abdf15fe5a04e5acbe9546,""43"""
"0xc8181e6be3d321041b1e6c236e40270fd0a5b193,""17438"""
"0xc82ca6fbb511b43461d8f4ed08ae41384d862bbc,""43"""
"0xc8569a6c8b2662781c98f81e3c219c572f5797eb,""43"""
"0xc85c0e35945d49ff846e3f16bed8ab291c838fac,""17143"""
"0xc87f08c17431d4337a2e51fe0f118decb7e9f615,""1411"""
"0xc881f258e2c721900329aa368b24341dcd40d51e,""186"""
"0xc883d0ec29a0e263b7909c13a2f97f90dcf6724d,""1028"""
"0xc8a4754efe707250a0fc8536d5f8dd2e93fc87fb,""283"""
"0xc8ba9987090ffb943644419585833e7b6d824b5c,""103"""
"0xc8d0753503d58826cf39a0c4745d150277973cce,""1045"""
"0xc8dc9ded6a2178d4209edf26db0985ddf27e5a3a,""855"""
"0xc8e075b5cab5f68236cf6a6804479242b2c058c9,""283"""
"0xc90496054abe3c4ebc94abc26fd4d9ab73fea17a,""43"""
"0xc90c0d43290c858675eda45be5b1bc3eb7fe9c67,""329"""
"0xc9327bc0f8c3b62268666b5441e002c62214d57d,""123"""
"0xc934b204d729825a6480b505a978e986c3f95107,""43"""
"0xc93bcd2a96c19b1a469865caffa0b50710b31701,""43"""
"0xc940c627c4b6138b49a64dbd2458f0e4b7856a13,""17843"""
"0xc94447f5a76f91b3b93a1bb7df12dedfc256910c,""785"""
"0xc946e47af54520df49bed0abccd333a27c475e16,""43"""
"0xc97322dec17c80cd32c04d900d0c59bd4ebdc92f,""163"""
"0xc986fb299ad9e31ea03d4efe70d0f91a18071743,""501"""
"0xc98761d309feee5def633ef1cbb3446408ceaa01,""604"""
"0xc9886e3d6ff3f924ac4b9451aaf2b7ecb4828ca6,""106"""
"0xc98ae0690bfeb74bbb6154d99993e23bd51f1f85,""206"""
"0xc98c2a514ef29c3c43f97628849334ccd2797ef8,""212"""
"0xc9999ea027fec19c29e70f080dd0cfd55a020ac4,""43"""
"0xc9a6bef13b97b5d3eef5326594489a68d218f217,""43"""
"0xc9ae2f145eaa349dd52214affa01dc5a693fbaf0,""163"""
"0xc9c6b7eb9bf80d904004c05fbe57818464f5dead,""12983"""
"0xc9e03708a7e6977c3a979688a85938f53a64b85a,""16283"""
"0xc9e0a21189be98de413532826fced83cb9a3222e,""806"""
"0xca05935adb7ae083af78f17edc993e115efe34c9,""14043"""
"0xca0f2fe9e0d46aa88ac911311b06f3989d9cc2cd,""43"""
"0xca0fe36fd5f641646b907a07b221d3a417978696,""86"""
"0xca15828049eb991775bc74cc7a5776c6d130ae0c,""12511"""
"0xca1c0ebc01e6c5b2b580808f5c1584b3ddafb550,""11783"""
"0xca261418513ea74ef1416d5bbb1edbe3d24dcb57,""263"""
"0xca2e638eda115fd36689bd13334ed3827937e871,""11472"""
"0xca31e0c1ad6f82df89289a55ad9953e1cd5d8cf2,""43"""
"0xca3337a8a690931b49606dc9b44db8741fdfb260,""263"""
"0xca3af917604ab437ed983b5dfbbc3c392b4d5200,""163"""
"0xca3f08d4ee4cfe57f7c5cfe344fb79ef033148d3,""13623"""
"0xca48abdc95233356d9bbd45275d29633ab10feef,""17783"""
"0xca4c184b09b34c12ae66eef2f0d7af1ee728364c,""306"""
"0xca4dc3b9fd2c34feb2925959e570fc2bc0605ae2,""889"""
"0xca6f6a2f4548c02410a291505b2456bce1084c6c,""14743"""
"0xca72fedab7e835c2828f9337f29752128bd7c20a,""1263"""
"0xca734bca0e9cb5b33ce39b32e5865e9b1eadadc2,""43"""
"0xca763597b2933d14b37d7d60ccc2edcf8d33c313,""1743"""
"0xca7d85bf412ba170989d392da878c00686307b15,""43"""
"0xca894a4afea58bbfb84afc813049d8d0a1533f2c,""263"""
"0xca8f1b966ef049cd586e11d1b07c5d53a2585977,""163"""
"0xca99d35880ce5f6c62ebdc82bdaa02a8ea96101f,""223"""
"0xcaaa73704ea6fc61b035c01d709952e82df492cf,""163"""
"0xcab1b6d0cb8ac1264336fea9fb2b2c25d94e9fd4,""263"""
"0xcac0fe3fa9b47b7c3c192d11779ea4a546c6ef1d,""43"""
"0xcac43eb5b7efdfed8e9dbc7558b52a6e39c8c363,""66"""
"0xcac45d92df94bfd56a185f6f5a9e04df9424307e,""17663"""
"0xcacb6af1e0876a14588fe4b3cb8eb1eeb29662ee,""43"""
"0xcaceea73585cb8c3db6963a0c15c9b1a638a488a,""103"""
"0xcadd43b960b34089b4dbb39e8a3e2f6f735dcb77,""595"""
"0xcaefec026d974d0648becc69f125083e1b075ced,""263"""
"0xcaf502e68dfe6f6aef6bc7226c3df31986447052,""17523"""
"0xcb0bf0c140d227173f608917a91d97ccbe42646b,""43"""
"0xcb1c1899d8d6d110391968cf7b3c44cf093c7ef9,""43"""
"0xcb20ebe19b9f8a140e753db1f8e10b04bbd2813c,""3626"""
"0xcb26f8efb7ee26066d9f187dbb539d276ad62c38,""551"""
"0xcb3ff57f0d8201ab34b2965f708f805330f567b4,""143"""
"0xcb49b97a73e57fb5bcdbd23cb3d6f83071de0f34,""3189"""
"0xcb5340a4dd9ccf8eed3a531428e2e239750ab653,""43"""
"0xcb629a62aeb66a1eaed351cea0481dd7b2db6b83,""83"""
"0xcb66bf43b1bd1822741bd23268ee24aa445becd8,""1060"""
"0xcb6cf8f8385a2b7d984d470317cc09a840faacad,""283"""
"0xcb71f9b5ec397c14099fa4c57320b2e963b479f5,""63"""
"0xcb757dbe872b0d0701dda3598ab2893255261a55,""2796"""
"0xcb8709f3a71ff6865676323ab7ed3d84c9b6980b,""24745"""
"0xcb93887c8571eac2c18e2b452ebe2c2c8a902fb7,""283"""
"0xcb9a897baecce651e46edad213f7744213b7130f,""163"""
0xcbA82F95fe3Eb8AC8085aAea73f43e864D3C37cc,NULL
"0xcbab4c0847aaa3ad28e76db96a8df4fca944912f,""696"""
"0xcbab7ecf6ef5b52ea73fd1cf029ae7bf1b0c41f7,""416"""
"0xcbae55258fd609a713d73803916a956559d4392d,""43"""
"0xcbae63b13e864e604c66de6ce1e077c12b8e35c9,""1362"""
"0xcbbc2041840fb16425e48dea03188091439670d3,""66"""
"0xcbc3ab89f8bda658502c7475faed4541f87ef513,""203"""
"0xcbc5390ee8a97d513c00d8f88923e4762f3894c1,""83"""
"0xcbd8daaea53ffd1f38b8e05ac97cdcfca77bf457,""1605"""
"0xcbea58483fd1c801b57a851239e57c31899fb995,""43"""
"0xcbeb6ba9436ac85f7ac9d0ec868c3d5b51d3742c,""43"""
"0xcbf6d311dbc3d43f078fe2850895cd5467f28768,""103"""
"0xcbf75f665b602866932120b45405cb1a869de8c8,""43"""
"0xcc07cf8c9d7f92bd227b2b80c0937e1c07cde24c,""763"""
"0xcc23f9f61d50bf61397de302bffa20c0d6af768b,""16583"""
"0xcc60143b4cffa2672ee4fa7480bd34dd25842858,""275"""
"0xcc63befb6feb1b5358696c86ffec056618385e1d,""943"""
"0xcc73e0b5b180fb0bda254afeb663c024161721d1,""43"""
"0xcc78b74183d96d19d1015cb5ea77e93edde24364,""223"""
"0xcc8f87e3451eac3df6885c630c9dc2be3f197a2c,""169"""
"0xcca82add1afe36e530c231dc99b74d3fcca1a8af,""103"""
"0xccab3b7e93855641816542b2bf317d130fb522b6,""43"""
"0xccaf1938d0e1b16fb1e41b610ed9e54c4ab27e95,""246"""
"0xccbad2ae444945c48a8dfb59e03ec872c9460c9a,""43"""
"0xccc63f56304225eb184ab3e9be9eac2a413c544b,""43"""
"0xcd0da7a220982276c5a9b8d99299fd79b63c9489,""43"""
"0xcd1411af8eb85de82f2dbada99953c23b7ebcc97,""43"""
"0xcd2d15136c4206c6828278fa7a00cb5a2ee3f961,""22214"""
"0xcd41fe50c7ab06b8f2cb141cbb93a02b13dacdaa,""15503"""
"0xcd4751c51af8f3534cbe962daac29ffeecc8e064,""343"""
"0xcd67415ed419e978dc54661e65078b3cf4bd9a2d,""7730"""
"0xcd6748f62f9ce2197a6f98944c3e9a202fde7bc4,""763"""
"0xcd74a415c201f01c7f76b82da19107a6985b18eb,""43"""
"0xcd787ffaaed3a6e7acb7071d35f5c9ac9185b03f,""43"""
"0xcd832cc2c34fc5b32fcff49d40713030dafbace8,""43"""
"0xcd88fd35f2b84cee5c650f40de78d8d6e3cfba96,""43"""
"0xcd89aea2043f491abe6af8826fdfda41547ca67e,""14843"""
"0xcd8ea6f751e6d8775009d84f93b56904a0d50bb0,""163"""
"0xcd91b7201277d8f7fd7fa48f6f0d628ed3305d6c,""766"""
"0xcda4d5eb6c8d64c1a892aad48deda18127d6f07f,""498"""
"0xcda507a183a333e536c2ae32f4bfc7ae7a4b060b,""43"""
"0xcda5eccba440d494103d626232634eb522db6d65,""63"""
"0xcdab576f1975d2f68eae5e80afff19fb66b7cc22,""43"""
"0xcdb4bfc6becb2be1a3003e3274dd64d1b531a697,""325"""
"0xcdc333dd53d730e989acf44630b8ee9916b0cbc9,""28995"""
"0xcdc7b2662c877931e726ac055a485e414a64df72,""16383"""
"0xcdd4e7bb8dba7a1c18224f8861d37b5157f9ca2f,""43"""
"0xcdd7eae02c8fa4f2049612c37727147321e96af0,""705"""
"0xcddba1fea92bc308445b0f6b34b74589c527fd09,""18803"""
"0xcdf0ab5de5a977bf2c52bf665fa1a7f5ee0beb0c,""1177"""
"0xcdf540b76f8678ea4fc42ae5f1b9aaf4e01f02ad,""43"""
"0xcdf5ce04c8dfc4a8b82acff7bc742eade2af2c9f,""26323"""
"0xce0e35f8056dee895d602997d7bd31632bcf2aca,""1076"""
"0xce143283be3664d77978897ecd2adecc8d4f683d,""786"""
"0xce16594dd7d4f7fc67bfa702ceece87073e81c2b,""283"""
"0xce16f93f09bcb4783f86f32c29e53a57b012a6f9,""163"""
"0xce2948529dda90e8bdb7ff1beb66baf3de3f1b19,""514"""
"0xce2eb7b30e280a26e422388eb9383225ff4fc71d,""3769"""
"0xce407e6bbe43d3ffb847e240b6ba58e3710387c2,""908"""
"0xce42d7b49abf2961c1ea25979e1a5a582c31686d,""433"""
"0xce449eee7c7f11fc5673f576fce8c2e29ccc51fb,""1763"""
"0xce489b65965b7aa7cd2e83881d6f1c07c700a23f,""43"""
"0xce4f0c36b0e68426c77babbfcb9e60d33986c52b,""16583"""
"0xce4fad5d87838c91582e73fd730970a06f8012ff,""27780"""
"0xce51815a081421f1937c6e948a604190c70c0337,""373"""
"0xce55a542715612efe5e14be16a147e5615711a30,""816"""
"0xce566ac545d573260f9fdf44690d1e79f67c22f8,""283"""
"0xce6708d827a4e87853e136ceeda2098bb0ce5eb5,""800"""
"0xce6b4d64de96747d08b56e0c215fc2e5ee0ed207,""43"""
"0xce7de910d765ef191b13147c5cce334f222953ae,""530"""
"0xce905fdbc131551b059e55dd7ad317777b1133df,""705"""
"0xcea696efeda8a4f3935d97c88d8c918485b1d51f,""707"""
"0xcecef24b8fc8df65982cf1e655967c42834e8c76,""183"""
"0xced627d84d955058bafb946ff860696d38938bb5,""43"""
"0xceed0fa6941a436f4cfeb0efa9a11e888547fb99,""13478"""
"0xcf13a23579d99da035bdf3722ef1c0b39c3da027,""43"""
"0xcf19b444c9be0efac9eb294acdb8ab9e9dd298c0,""785"""
"0xcf1f5d96d1ede22bd7d83164744814290dc9797c,""166"""
"0xcf1f9c934ea7143b70b80dc5b7c1319ec102bb3c,""763"""
"0xcf3ec410819fbafca6cb57acdfbc9d3aeaf845df,""163"""
"0xcf43e58cd5f49a5d8755ec3e76cec40e6f7932bb,""19715"""
"0xcf445a2576b405840bb0390d53b84aaf4480455b,""163"""
"0xcf57b5f63b843e8933690e40d12676663376807b,""66"""
"0xcf78760292f5bef6f9f5e595f54d69f24714e0b4,""17203"""
"0xcf880fa0457569d87137674a802951558a16657a,""103"""
"0xcf8e0b6bb17273f53b086e575849cebd16e80a61,""43"""
"0xcf925e035930b1ac9a0528cbe5508c1f2843ba0e,""43"""
"0xcf92f3535d7c64fe70c0e4e37218db4369fdfd90,""1763"""
"0xcf94bf76d082ca2d0732709673e757d1642c4f9a,""43"""
"0xcfb1695de912751909ce39f6cd30cbc239aa551a,""14443"""
"0xcfba5680b6e097d3fa1decc135fe9c4e180dc576,""5832"""
"0xcfc06662f1f34ad51cac0ffb8818e5aecb0371b5,""43"""
"0xcff2f1ade91e6c4f0eaf4ec5ee493af020844ae0,""143"""
"0xcffb6513a7381818866762128a914c562ff4150e,""14343"""
"0xd00d2bec06852bbf86bcb87c0ed9a5a7fa1ccde6,""283"""
"0xd01d95046b7b2548302912a4111d36539c9f9d38,""734"""
"0xd03764602a9c1c9ff6ad1d2400bca1a0381bd495,""163"""
"0xd05253237ab1ad4450af9b241d123acbbef9b19f,""552"""
"0xd061108dc7756d4067da14c39f33494dd49426a4,""206"""
"0xd0667dc7faec555c2ddeb17c11ea37389bec13f9,""20183"""
"0xd06dcaf742f7e8c991b9efa3ef26f2930cb1126f,""163"""
"0xd071801b92384fffcaf3e837e2a37269bede7e88,""5605"""
"0xd0738ef7e983c1662e406bbddd18b334a60d68c6,""43"""
"0xd079296dc712a9a1521e8331e9a358247ed6aed7,""313"""
"0xd0801beb10156a30bc5b8221396688e759280ba3,""2816"""
"0xd08e1fad191336000946faccd0798c6a7ad2bf61,""886"""
"0xd093b017f71d8f496a9238ce5dc7cfdf2b21af92,""43"""
"0xd0a4b23a51296ac6862231da4e194f625bf48309,""263"""
"0xd0a9e7b53b3e11afec890443b8adc3dae558b066,""43"""
"0xd0af153b9f495d0288bf59e7ee6cebccb267812e,""263"""
"0xd0bfd60ae5f8319a5e7debb2ab7a90848838892e,""149"""
"0xd0c39ad97037c35e4a0eeb7ee75dda289e7fd0f5,""19683"""
"0xd0c6e06c0a14673e5cf5e58e12893e1b9aa80f2d,""43"""
"0xd0fbb86db82819a1ff0276cd9a603455f529161a,""43"""
"0xd0fe500656092c9ce3f629d935ff5c5df32ed1cb,""183"""
"0xd1007aa3abf988b37292b2ed495b1d1be06ff5d5,""143"""
"0xd1138a1b14a2117b00686bdfc81e55ae44285672,""283"""
"0xd1245be9075d065143a3dba666840d9dc6b3cd33,""430"""
"0xd126e1d06e17f598af28ddd0b597c1bb04d12b79,""83"""
"0xd12b5b7d562cffb363200e59b9fdeb60b8673597,""43"""
"0xd12e2965e08a6b3f20ff8bb72d984a8ca220f333,""16875"""
"0xd14bad4167de167429250cb40b8b233ce96144ce,""163"""
"0xd150fcb2476003e7e670527acadc8ab082aab2f6,""3189"""
"0xd1539fff41784ea5b00ba7942d31190fb85e3ad8,""1183"""
"0xd1578309f239983304ab8d5e68fb62c2a681fcfa,""43"""
"0xd15bd7f955a753e39a76520f420946e671c3683a,""43"""
"0xd1719793062af9f18dfe4e4f82a2ddb78f7ac859,""1143"""
"0xd187b3ff6b388339817c2292e45637c74073c8da,""292"""
"0xd191cc5bb7249e3b33b936ca403b9a3f26816386,""26068"""
"0xd1932c8a636af05fade6cb9e5e1d4fddfdc606fa,""2555"""
"0xd1a463ed3b9bf1a4abf26e129702a3ce9a9b515f,""13938"""
"0xd1ab325e24ff21cd0a77db3413acd1da64e778f3,""43"""
"0xd1b007ed0971dc70371eb24944eba0373e99990f,""43"""
"0xd1d60f3d885e9f59737e94d339fe24dedfe785ee,""9422"""
"0xd1e17fbcb9c413168ba70d6d24b3ceb70ef2dd4b,""203"""
"0xd1ec54c92131f92788281dfa570ba2c794aa39e3,""103"""
"0xd208a60a6bbc9b4c2401cb60a2446f70104906a2,""20243"""
"0xd210987aec4754cdfcd633efaa8a3490a389562b,""66"""
"0xd21e940034a70701a78d2087c8259b6db0d0db88,""1129"""
"0xd2298f39722af00ae798972dbc566e25d2752d99,""66"""
"0xd22cc65d027f95b3dbea17412a429d4725b87c11,""542"""
"0xd230c03b863fcdabe3d1568586e48b9daac9d24c,""43"""
"0xd2427b7ac8a4846a24a42b749862ac1947476535,""880"""
"0xd251fa45dc9cac2e4edfe3f322cd53cf877c4d6e,""83"""
"0xd256085e36b536b04635f906644e5f0d9f0d07cc,""4249"""
"0xd25f3ff4d63179800dce837dc5412dac1ba6133f,""183"""
"0xd2601d8e800afd006936f6b21eea2d77c40206e2,""283"""
"0xd266e3ec775db61c889a5609d8ec3edb5350bf79,""183"""
"0xd26e949b8db27d44186418e959d9115cc9ea78f5,""43"""
"0xd299d87747a9b772e994f18cd7ed63435ca65670,""283"""
"0xd2a4ddc7aff01b639e071ddc0dd56ca9bd79ee22,""13503"""
"0xd2a82cd6dbfa48ffcc87734cd8dd3334375503f6,""43"""
"0xd2acc5e32b8376715292eddec8a9164bd2d2037b,""17603"""
"0xd2afc9efb3cf682316d417accdd2c87f34e5f798,""43"""
"0xd2ce793955a717e1281cbb194a486d3559ac00c6,""18743"""
"0xd2dffd11b0f20e153d7ffb82489188822f4cfa48,""306"""
"0xd2e3998eac12dba3dd001ecfb3edab24ce0d6390,""13803"""
"0xd2e3fbf12e08ff1ac6953e169fd4cb99c358d192,""163"""
"0xd2ec3568a68f72f2d413f0011a197be1ebad72f5,""740"""
"0xd2f1a1a1410bfde26be95c1f2fa15a4947eefed1,""1109"""
"0xd2ff9b5c796f29723dce9f7267ebc6aeeda3bb6a,""43"""
"0xd2ffb16ba59e4bb3aec524f3b712ecd53ff627c0,""616"""
"0xd30a2b2f6685a3192bbea36e05874a614bee6c8b,""28248"""
"0xd319daf3300b55fcd3305a399ab545f0ffc54fa1,""17983"""
"0xd31e206ec5a8b6ad8952bd475e579d8b743bcc77,""4314"""
"0xd343f5689d7eba6a0e640c90851b6287dcb84ae6,""62624"""
"0xd34f92f1ce50fb49ba1651e0ad07dccc0e8efc7e,""43"""
"0xd35273336a0460515ff5872741fb888374b47466,""43"""
"0xd35bc377156d160be05d739a275282b846775241,""15955"""
"0xd364fa49786a75b0d043b53bf7eb896e1b426294,""249"""
"0xd36a2fe5cf567f8bb8485603ac4e2b55802531b1,""763"""
"0xd36cfe76ccf698d7cf0167c339f40bae76f133c1,""263"""
"0xd36ebab54e5394ee86f16e3dc5113a760283688c,""43"""
"0xd3727048db71e68c467f58b82d8ceacfb7228aeb,""263"""
"0xd38f3d725a7c5857541cb767e99afa1563477293,""263"""
"0xd391b135e67ab84eb6698293179956492b493b11,""43"""
"0xd3a49b60a20fa27888ec678bd79f65bd81a1f54d,""1478"""
"0xd3a56bd9f3f7117ea1b4981c4636a113a99cfe81,""903"""
"0xd3a77c946d3f75b3cb2022646aab1f338aa76802,""83"""
"0xd3ab7b0aed8f75ca5f78b75927898cdb40777cf0,""223"""
"0xd3b961126dfcd0b24a7336ee530a2162e928c110,""163"""
"0xd3c0ff62bd7683bc16c049c50362ebc57cde0001,""762"""
"0xd3cb1c7e4f64b75868df7a3f64f729ba830ff375,""19596"""
"0xd3d56fea8a2cf3faf4fb8a174f96f1a274eda7c6,""19403"""
"0xd3e141f8d92c874bc847d8fa8517668b1855750d,""163"""
"0xd3e2320eac73ecd36c23c555132cda6a777b24ec,""163"""
"0xd3e2bb564bcd33bc3bfdeaa357e30789c2d426c2,""143"""
"0xd3e51107805910a9e44e55b1b893a54ea5a5f504,""183"""
"0xd40e9779c851d5b4609ae07f0d7d47db026e8889,""17203"""
"0xd41db10d4e3dc69e55b1c2a6681443d864215a77,""283"""
"0xd43d4e4a3247d95448d8e8ecc65dbe58a6405efa,""295"""
"0xd43dfa208019122fa8a03e6275a4b6623cfe547a,""3592"""
"0xd43e95b798b97cedb515c4589a6d9d565461986f,""43"""
"0xd4445f3cc4ef12d5fa2213e06793f01b044164ae,""14683"""
0xd44697cE79A116629e6230a733DcDfb3E9398E88,NULL
"0xd44ac509ae9a59cf5d2f95f24440c9c85c15186e,""17423"""
"0xfcfd2e89b8ed541cfb45854860c9a578ebf78a2e,""11839"""
"0xfd01be283b3043087a5dcb221b7aa0f047959442,""143"""
"0xfd021d2d0fadbb6797a93be320902de69e784370,""43"""
"0xfd0e9346ee718391c39006368e5f590e5ecb3f34,""17603"""
"0xfd231b3d10537ec6734c8c203e8a83598fa76735,""43"""
"0xfd3b13849b16e9740e1917db7605f558c8ed0c44,""143"""
"0xfd43317453f25624f5b0be9e3ec1d7534aadbc8b,""1263"""
"0xfd5e280d72917d03dcfb37e396c2a48ace6f239a,""83"""
"0xfd6b2058f4ee676ab5ec7ef9892596185f391081,""547"""
"0xfd6dd014c136eeaf8bd3d1aceaccf38a57784816,""20926"""
"0xfd6ff11c7e83c0eabe404f14636ce633ae2bae35,""17163"""
"0xfd911e94f256598515a936895f5ab0dfcc432c06,""43"""
"0xfda9d288dcd8873cad6cd84db6c740628d3951ac,""26498"""
"0xfdb8a70cb443c918bc59995f1786aed3eda9585e,""43"""
"0xfdbc157d397f32aad14f20c516ee098bd38c75f6,""43"""
"0xfdc446865a5d09f51a99c4672e0f5664c16b92bf,""263"""
"0xfdcf8434578f9444c77d64fee0f3d8713b872e8c,""1109"""
"0xfdd263bef6c8dd2158d38f08281a41f139087498,""677"""
"0xfe010be112c788e519ff92612604579b34c52643,""43"""
"0xfe0c486e843aa7bd5e196464c37aac0d42750ee5,""13563"""
"0xfe280a58d589c1c05b3f2915e25b8a5dc6cb4211,""43"""
"0xfe2944173dbdada0aaead7b84b39e3e0987e6ee3,""43"""
"0xfe3091429e77a34557a728e37c7acf8ce5b768e1,""1751"""
"0xfe430213044e911c5ed5b980d8eee2e4267797b8,""765"""
"0xfe459a8910bf0c5591ad48ff60a2a6e9a0d6a1d5,""15523"""
"0xfe592cf93cac499a965b078769600d34c95e85c5,""283"""
"0xfe6e1fb04979cefd15f5991d1975ae49bcf5d1bc,""15723"""
"0xfe7d490261768d38289e3e9cebd4baa192bb9c83,""83"""
"0xfe834f8728966958ef6b4466dfa63e090b72922a,""263"""
"0xfe8d92d23ad1da6681998ff4bf5079aa165d4e70,""263"""
"0xfe99367c98b241b0bd10e19fa4d244473061b2e7,""89"""
"0xfeb93898f3e469d6a776d1a20ec42fca7b750210,""1523"""
"0xfecc1dda9487d659a7059c231134b7ff70e4c89f,""43"""
"0xfed011ed698c45327df3e980799313b7a564dbd5,""28325"""
"0xfed03bcac625fe46a57a57947f8b922eb4b85381,""699"""
"0xfef553698af0d5ba3b3228e451072f2ab0c09901,""21023"""
"0xfefbe00d61eb732f1f8735eead88ab0af31e4517,""43"""
"0xff0bec394fe3012a86f0736a2ae586921e6bb7e3,""15023"""
"0xff2311253e7171a8809d6160ade2deb63cc45c6a,""699"""
"0xff236c10b7221e9b5a2a22deef1ed92b99f323c1,""83"""
"0xff49cc5a641cf0b7361fa88696fe3d07de93bcbe,""43"""
"0xff5625273a04f47e1719a31c596391f66f2620b1,""43"""
"0xff56ec171e5254411d7b0bd87993a3fc10b85a3e,""14523"""
"0xff63f130a8bd2b4eaefa1cd0a366ef6c7d9be490,""17543"""
"0xff70b3850dd867e73dee5959b22a530ba48c3ff1,""163"""
"0xff770884ca11bb883ff89d90152031c5945c3109,""14163"""
"0xff783d136c1a9df59e34d27f9a4dd68cd50f3478,""679"""
"0xff7c41d001b9e95a48ba862baf87762c23fa143a,""16923"""
"0xff84dc99ec56c0576ff23e3609e9b3fce8ba301f,""283"""
"0xff8cb685d075d853224b70608f29ed45abff8d0f,""63"""
"0xff90625378a8c6ec93794580932423691a3501b3,""43"""
"0xffb85c6170098b2208de3cfc49251ba8c5b42f4c,""14263"""
"0xffb98f0fa3621f099fea4483659ca90a532bb2db,""25945"""
"0xffc47ff32c93f833144234d36c0f36f8099e7629,""16403"""
"0xffdeae7ae58906d2e116cec18ec0f8941f949a7b,""722"""
"0xffe72c762ac3cfb98e69d6de231cea4d55a2034d,""43"""
"0xfff28777a4c1278bac789199397410e0ae88662c,""5477"""
"0xfffa84f7675a9b0e88d00a233724e0926bf886fc,""43"""
"0xfffe7032f49c46a0f15e13210e1aa872bd17bd2c,""163"""
